Time,Ultrasonic_p2_01,Ultrasonic_p2_02,Ultrasonic_p2_03,Ultrasonic_p2_04,Ultrasonic_p2_05,Ultrasonic_p2_06,Ultrasonic_p2_07,Ultrasonic_p2_08,Ultrasonic_p2_09,Ultrasonic_p2_10,Ultrasonic_p2_11,Ultrasonic_p2_12,Ultrasonic_p2_13,Ultrasonic_p2_14,Ultrasonic_p2_15,Ultrasonic_p2_16,Ultrasonic_p2_17
64.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.500,
64.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.300,
64.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
64.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
65.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
65.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.000,
65.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.100,
65.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.200,
65.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.100,
65.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
65.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
65.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.300,
65.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.300,
65.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.700,
66.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.700,
66.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.300,
66.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.300,
66.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.300,
66.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.300,
66.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.300,
66.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.300,
66.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.300,
66.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.300,
66.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.200,
67.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.200,
67.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
67.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.200,
67.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.200,
67.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78.800,
67.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78.800,
67.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.900,
67.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.900,
67.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.900,
67.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.900,
68.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.500,
68.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.500,
68.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.400,
68.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.400,
68.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65.300,
68.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65.300,
68.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.000,
68.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.400,
68.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.400,
68.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.400,
69.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.300,
69.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74.400,
69.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.600,
69.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.600,
69.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.900,
69.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.900,
69.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.900,
69.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.900,
69.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.100,
69.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.100,
70.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.000,
70.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.000,
70.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.000,
70.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.000,
70.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.100,
70.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97.700,
70.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97.700,
70.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97.700,
70.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97.700,
70.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.000,
71.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.000,
71.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.000,
71.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.000,
71.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.400,
71.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.400,
71.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.900,
71.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.900,
71.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.900,
71.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.900,
71.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.900,
72.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92.300,
72.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97.700,
72.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97.700,
72.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97.700,
72.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.400,
72.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.400,
72.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.500,
72.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.500,
72.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.500,
72.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.500,
73.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.000,
73.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.000,
73.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.300,
73.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.200,
73.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.200,
73.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.200,
73.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.200,
73.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.200,
73.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.200,
73.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.200,
74.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.200,
74.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.200,
74.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.200,
74.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.200,
74.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.600,
74.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.600,
74.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.600,
74.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.500,
74.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.500,
74.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.500,
75.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.600,
75.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.600,
75.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
75.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98.400,
75.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98.400,
75.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98.400,
75.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.800,
75.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.800,
75.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.800,
75.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.200,
76.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.200,
76.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.200,
76.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.200,
76.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.200,
76.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.200,
76.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.200,
76.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.200,
76.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.200,
76.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.200,
76.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.200,
77.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.200,
77.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.500,
77.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.900,
77.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.900,
77.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.900,
77.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.200,
77.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.200,
77.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.100,
77.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.100,
77.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.000,
78.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
78.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
78.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
78.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
78.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
78.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
78.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
78.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
78.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
78.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
79.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.400,
79.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.400,
79.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.400,
79.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.600,
79.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.600,
79.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.800,
79.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.800,
79.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.800,
79.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.800,
79.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.800,
80.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.800,
80.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.800,
80.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.200,
80.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
80.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.700,
80.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.800,
80.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.800,
80.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.800,
80.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.800,
80.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.800,
81.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.800,
81.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.800,
81.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.800,
81.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.800,
81.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,93.100,
81.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.000,
81.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.000,
81.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65.300,
81.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.300,
81.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.200,
82.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.200,
82.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.200,
82.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.200,
82.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.200,
82.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.200,
82.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.200,
82.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.200,
82.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.200,
82.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.200,
82.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.200,
83.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.200,
83.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80.800,
83.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.000,
83.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.000,
83.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.000,
83.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77.800,
83.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77.800,
83.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.700,
83.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.700,
83.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.600,
84.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.100,
84.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.100,
84.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.100,
84.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.400,
84.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.700,
84.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.700,
84.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.700,
84.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.700,
84.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
84.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
85.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
85.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
85.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
85.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
85.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.700,
85.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.700,
85.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.000,
85.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,73.000,
85.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.300,
85.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.300,
86.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.300,
86.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.300,
86.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.300,
86.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.300,
86.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.100,
86.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.900,
86.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.100,
86.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.200,
86.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.200,
86.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.100,
87.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.100,
87.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,84.300,
87.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.100,
87.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97.100,
87.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.900,
87.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.900,
87.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.100,
87.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.900,
87.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.900,
87.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.100,
88.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.100,
88.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.100,
88.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.100,
88.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.100,
88.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.100,
88.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.900,
88.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.900,
88.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.700,
88.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.900,
88.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.900,
89.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.200,
89.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.900,
89.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.900,
89.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.200,
89.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.100,
89.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.100,
89.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.200,
89.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.200,
89.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97.000,
89.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.200,
90.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,89.400,
90.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.300,
90.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77.200,
90.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.700,
90.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.700,
90.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92.100,
90.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.300,
90.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95.100,
90.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.400,
90.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.200,
91.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,89.100,
91.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.900,
91.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.300,
91.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92.100,
91.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92.100,
91.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97.100,
91.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97.000,
91.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97.000,
91.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.700,
91.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97.000,
92.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97.000,
92.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.300,
92.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97.000,
92.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97.100,
92.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97.000,
92.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92.700,
92.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,93.100,
92.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,93.100,
92.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98.200,
92.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98.200,
93.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98.200,
93.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98.200,
93.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98.200,
93.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.000,
93.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.000,
93.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.000,
93.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.000,
93.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43.300,
93.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43.300,
93.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43.300,
94.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43.300,
94.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43.300,
94.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43.300,
94.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71.400,
94.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71.400,
94.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34.700,
94.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32.100,
94.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94.700,
94.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.000,
94.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.300,
95.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43.300,
95.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.000,
95.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.000,
95.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.000,
95.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.000,
95.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.500,
95.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.100,
95.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.200,
95.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.500,
95.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
96.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.400,
96.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
96.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.000,
96.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.000,
96.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.300,
96.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.100,
96.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.100,
96.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.100,
96.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.900,
96.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.100,
97.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.300,
97.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.300,
97.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32.600,
97.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.000,
97.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.000,
97.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
97.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.800,
97.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.100,
97.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.100,
97.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.100,
98.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.100,
98.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.300,
